Date,SARIMA,LSTM,Ridge,Prophet,RL_Best_Forecast,Model_Used
2039-08-01,28.028186378465914,26.03915,28.409863324873637,27.140272281065737,28.028186378465914,SARIMA
2039-09-01,25.116751454022005,25.80458,27.697628499123944,24.684358716090955,25.80458,LSTM
2039-10-01,21.620966921484666,23.315653,26.227799784652724,20.394472589692512,23.315653,LSTM
2039-11-01,16.589074718793146,19.529268,24.00037718145997,16.037045186197552,19.529268,LSTM
2039-12-01,13.603581584093714,15.599546,21.01536068954568,12.51010269586899,15.599546,LSTM
2040-01-01,12.29437199323746,12.865368,12.519393071863792,11.678995824423264,12.29437199323746,SARIMA
2040-02-01,12.736955661902948,11.323766,17.118973339947036,12.195924412203292,12.736955661902948,SARIMA
2040-03-01,14.654744727029788,10.99528,20.960959719308743,13.076700166586086,14.654744727029788,SARIMA
2040-04-01,17.070484618604223,11.977583,24.04535220994892,15.665791817951336,11.977583,LSTM
2040-05-01,20.18594151263579,15.025183,26.372150811867563,18.79523973966735,26.372150811867563,Ridge
2040-06-01,24.471323525061752,19.64945,27.94135552506468,23.771850461972143,19.64945,LSTM
2040-07-01,27.90468606835191,23.745937,28.75296634954025,26.15740677820165,27.90468606835191,SARIMA
2040-08-01,28.090873742202177,25.979113,28.806983285294304,27.20198003761074,28.090873742202177,SARIMA
2040-09-01,25.179361409705997,25.866793,28.103406332326816,24.690865159407057,25.866793,LSTM
2040-10-01,21.68348393266573,23.469988,26.642235490637795,20.86593708210329,23.469988,LSTM
2040-11-01,16.651457944062876,19.728743,24.423470760227247,15.80921632842792,19.728743,LSTM
2040-12-01,13.66588543228148,15.734697,21.44711214109516,12.257551936460622,15.734697,LSTM
